y_true,y_pred
0.039324,81.95787
0.03973,208.01166
0.039667,321.64566
0.038361,370.08392
0.039445,403.08914
0.038507,410.3171
0.038885,421.06937
0.037486,415.16357
0.038827,425.7299
0.039532,423.80356
0.038229,409.43417
0.039396,406.61798
0.037573,418.68802
0.046264,400.22165
0.049111,399.34387
0.051922,403.9158
0.05234,401.52713
0.052504,408.8367
0.053292,421.09622
0.049008,418.7901
0.047071,422.79422
0.046799,410.37543
0.046524,409.96634
0.045753,424.12167
0.045452,410.75784
0.04499,434.88217
0.04651,420.48553
0.046931,399.11636
0.046719,401.9044
0.046198,416.73413
0.044415,426.56436
0.044437,424.74063
0.045517,413.99405
0.046771,422.63113
0.045362,423.83002
0.044543,406.82996
0.04499,405.88254
0.044825,414.0648
0.044697,429.79416
0.045825,424.74374
0.049839,429.36856
0.049697,433.36374
0.049439,421.76883
0.050177,405.24588
0.04979,414.7606
0.04941,410.4697
0.047113,424.97464
0.049195,426.63965
0.050298,408.4484
0.050731,419.4769
0.047393,394.92038
0.046841,400.37244
0.047519,413.7848
0.047,419.85056
0.052561,410.2916
0.052938,406.8578
0.054981,403.46075
0.051981,423.227
0.047641,426.7025
0.05197,431.9986
0.051906,420.9911
0.053369,429.90714
0.05668,427.55588
0.056271,413.45923
0.057763,416.58652
0.057412,430.86383
0.058872,425.98438
0.060152,403.85638
0.059944,413.9361
0.060393,427.6665
0.059474,408.65073
0.059871,398.96826
0.062884,392.10458
0.058664,403.51352
0.059046,403.04312
0.055812,414.0781
0.059466,407.68716
0.061203,414.8667
0.062958,429.4097
0.059787,425.17355
0.058772,422.07877
0.055239,427.43942
0.052052,425.0634
0.059537,419.08032
0.059429,420.935
0.06677,402.7948
0.069754,415.6834
0.065199,406.58444
0.07194,428.7321
0.077993,428.6312
0.080476,418.12857
0.079964,405.99603
0.077335,408.3356
0.076532,424.5638
0.077774,422.22452
0.082998,413.92416
0.081077,414.85693
0.083822,425.84427
0.082098,394.67264
0.090422,399.80655
0.089295,406.2562
0.086449,406.15173
0.09682,419.37314
0.096357,419.8293
0.097719,424.91177
0.096644,430.7203
0.094367,408.01633
0.089562,407.47134
0.087385,418.23154
0.089979,430.34708
0.089148,426.4648
0.093557,414.90457
0.092321,403.7023
0.091683,402.43372
0.090619,404.8707
0.089739,406.7891
0.096525,426.29648
0.087965,423.59073
0.085537,409.85342
0.07947,412.18048
0.084213,400.75708
0.085807,401.6804
0.083472,411.902
0.083438,403.10403
0.082486,414.8027
0.088708,402.85684
0.096578,406.72855
0.090533,414.32767
0.089441,405.93417
0.08451,426.89453
0.090867,408.75677
0.092815,408.56943
0.091695,427.8514
0.086014,429.81406
0.080502,425.37332
0.080869,403.5513
0.08069,405.7996
0.077955,406.62585
0.084617,426.79855
0.084848,425.50446
0.086996,430.14978
0.079104,420.02896
0.08326,403.5089
0.088161,405.48102
0.093951,401.6913
0.084505,409.41064
0.073072,421.26736
0.070086,402.56076
0.075171,405.9379
0.063428,407.7959
0.061691,417.96988
0.064606,420.01584
0.064036,422.6217
0.06678,407.34854
0.066146,403.21515
0.06688,415.697
0.069858,402.93082
0.068579,406.69162
0.069014,402.11484
0.070346,398.1294
0.064631,415.59842
0.068591,410.5581
0.070196,409.60974
0.069219,427.50137
0.069244,427.87015
0.072645,424.88577
0.074524,411.40268
0.07804,414.67047
0.074106,402.79224
0.076506,415.34518
0.0795,421.59644
0.081775,430.13297
0.083074,409.67
0.083783,406.5043
0.082307,435.2626
0.084643,428.16806
0.083731,428.7097
0.083463,410.84906
0.083385,412.34293
0.089964,425.28146
0.083749,413.28622
0.087009,412.26694
0.090484,391.67422
0.090289,402.42538
0.091226,420.6476
0.08737,422.0186
0.090723,416.2808
0.085467,406.4908
0.07233,434.55832
0.069746,428.3422
0.071739,421.2756
0.071289,431.3938
0.065828,411.74786
0.067595,405.90518
0.06237,414.85538
0.059025,406.5104
0.061704,428.97766
0.063781,411.7297
0.058062,398.45816
0.0529,410.37253
0.053891,433.0491
0.052594,429.7541
0.050452,423.89172
0.050207,416.25854
0.051621,431.00372
0.050077,418.33176
0.048055,406.52695
0.04659,409.98996
0.047397,410.3488
0.047633,409.76724
0.045698,401.47723
0.046728,404.46805
0.042664,424.35092
0.042944,431.42874
0.042843,407.0083
0.043212,408.47192
0.040602,420.52686
0.042312,402.74954
0.042838,407.46118
0.043279,399.13168
0.043123,410.50894
0.04327,425.83658
0.043304,407.26706
0.044043,406.31857
0.042456,404.169
0.048593,407.28635
0.046163,417.5333
0.044969,409.56738
0.047551,408.40512
0.046158,411.97418
0.045605,425.8473
0.041452,408.55276
0.041026,393.67838
0.0406,423.16293
0.04054,405.49405
0.041118,404.48392
0.041751,410.07193
0.041733,416.59213
0.04283,426.7739
0.041058,405.987
0.040751,435.27164
0.036396,431.6216
0.036663,423.4217
0.037896,413.88654
0.037857,424.25507
0.038029,425.2044
0.039317,418.95676
0.038678,431.41177
0.038374,423.82718
0.039656,410.60104
0.038251,416.6075
0.038772,430.96005
0.041168,427.48553
0.042649,421.21573
0.042691,429.5552
0.043027,424.82584
0.0429,415.51187
0.043578,409.6071
0.042937,426.62286
0.043477,427.9878
0.04575,423.6045
0.044316,418.72864
0.045318,426.24338
0.044777,428.4067
0.04281,420.03162
0.044059,434.01382
0.040241,420.43448
0.043704,427.52902
0.044147,427.65286
0.044529,426.3674
0.052169,409.63278
0.048525,410.69943
0.047996,404.90805
0.049261,415.73032
0.044701,420.52756
0.043812,408.19522
0.042682,409.27942
0.045258,395.03885
0.042547,395.09506
0.041063,417.70248
0.04328,413.66714
0.041508,403.77283
0.041862,417.63858
0.036944,435.19373
0.041198,435.4585
0.041511,424.31796
0.045716,424.65866
0.04423,419.40652
0.042009,405.23367
0.040796,415.7949
0.039401,402.35934
0.034545,414.17123
0.034735,429.47223
0.032824,432.86185
0.029103,433.07938
0.028274,420.436
0.028358,408.50522
0.02919,413.77176
0.030609,406.4956
0.029551,405.47818
0.030203,421.74536
0.031693,407.62082
0.030678,408.89395
0.029864,428.07693
0.030798,405.6006
0.034251,396.0332
0.037699,402.72623
0.038671,411.20706
0.041672,404.99734
0.041468,409.10248
0.038916,417.7228
0.041866,423.16278
0.042021,401.22726
0.036461,398.65518
0.035806,416.5101
0.037725,406.4717
0.038458,424.0535
0.043412,426.95493
0.044255,422.282
0.04778,433.36914
0.044777,406.80872
0.052582,412.16232
0.061916,396.82327
0.060675,400.71912
0.061151,417.59442
0.063543,412.63297
0.064824,424.98254
0.073603,429.94193
0.076001,425.09518
0.076481,420.1236
0.075221,406.44748
0.074226,427.02835
0.076493,419.363
0.078544,407.21878
0.080952,420.894
0.076148,430.4867
0.076229,430.55444
0.071479,408.87497
0.072584,408.29785
0.070867,397.30722
0.069705,413.85626
0.069647,421.48434
0.069627,412.4254
0.073166,428.39047
0.072886,422.5751
0.073713,422.94565
0.073859,422.9752
0.074321,423.15308
0.074743,418.15027
0.075776,410.58124
0.075873,407.8061
0.076342,409.757
0.075836,419.96103
0.075131,404.64508
0.077408,405.89328
0.075814,422.77414
0.074789,427.44244
0.071293,401.79697
0.073103,400.6915
0.073214,401.28644
0.070939,406.80573
0.084679,404.04764
0.086357,418.18344
0.086607,421.54935
0.084658,406.32724
0.081303,419.86063
0.082991,435.79587
0.081304,420.71854
0.080789,419.78665
0.082525,401.6185
0.084469,404.43503
0.085195,404.64597
0.084606,408.81607
0.084032,408.5776
0.086001,399.34512
0.079476,404.1288
0.081028,413.64023
0.082754,407.1248
0.089754,411.84964
0.083193,403.691
0.087606,401.98483
0.081493,407.91583
0.07235,411.69382
0.06943,425.34885
0.063899,414.50296
0.069963,404.02347
0.069322,406.10898
0.068248,409.5597
0.069829,428.8704
0.066745,425.23065
0.070513,430.8603
0.073508,419.04227
0.076643,428.8984
0.078235,424.14
0.083983,414.66177
0.088666,408.92514
0.087569,403.41656
0.105265,410.032
0.103607,405.62222
0.104432,406.60284
0.106827,405.36148
0.102196,414.33987
0.10056,400.4151
0.105469,407.75308
0.10548,414.82565
0.100264,425.65918
0.093338,413.7507
0.094282,401.8428
0.094077,425.42105
0.092453,430.5542
0.090149,434.5934
0.095003,415.27878
0.093764,421.6658
0.102437,403.8167
0.099785,395.83722
0.109887,406.87314
0.095331,412.4344
0.09504,426.05026
0.094662,421.68192
0.10291,416.2641
0.11297,427.15933
0.112439,424.44452
0.116355,405.03775
0.123507,407.8455
0.113752,405.70615
0.125378,419.55905
0.130553,409.90652
0.131721,423.29544
0.127547,435.26114
0.130255,423.7313
0.131941,399.8258
0.140901,404.94482
0.143297,421.59464
0.154087,409.40088
0.163313,431.9874
0.16338,430.115
0.16554,427.36832
0.164765,423.87305
0.172731,409.73428
0.173172,414.92047
0.164028,423.4968
0.170277,410.49017
0.163637,432.0316
0.162175,401.49246
0.180869,400.80707
0.179378,402.88565
0.170865,404.16858
0.156118,402.3367
0.142262,409.49826
0.137092,401.30334
0.137887,402.1176
0.127181,412.97455
0.131483,407.94434
0.128792,408.10806
0.139971,425.2356
0.145389,416.3527
0.150373,403.4224
0.146084,418.32776
0.148921,432.41043
0.15096,430.05496
0.150655,419.91043
0.158278,425.0535
0.142208,424.83826
0.137671,411.36057
0.12572,408.04733
0.11932,402.67844
0.127444,399.2678
0.126099,405.96185
0.135269,405.08585
0.132703,428.61252
0.137868,417.10037
0.139839,427.04263
0.158556,400.8506
0.161985,404.7553
0.167185,411.6243
0.164117,400.4363
0.16138,408.5297
0.162962,421.39905
0.162747,403.0989
0.172375,407.9035
0.160408,416.3264
0.166585,416.18185
0.18128,409.62933
0.176868,402.61966
0.202091,401.19037
0.205358,402.4068
0.211119,400.58072
0.215721,405.03232
0.220467,411.68832
0.214012,407.43018
0.228154,404.07394
0.227742,407.45114
0.222507,416.02847
0.225214,420.37668
0.211143,409.54236
0.20319,432.3724
0.174783,410.16714
0.193557,397.1293
0.196567,409.5079
0.200655,430.99716
0.208989,429.50333
0.202873,427.9092
0.224408,424.37302
0.24884,422.33163
0.256136,427.68408
0.243271,413.65817
0.245544,411.9003
0.243664,402.4946
0.256375,405.40796
0.260155,412.2268
0.273434,422.09625
0.28589,405.69348
0.270932,408.4938
0.260127,404.8986
0.297089,418.42654
0.323593,432.1497
0.328352,427.25183
0.335176,430.921
0.350021,421.05582
0.366338,407.1357
0.360182,410.99948
0.369709,406.24466
0.37242,418.39395
0.358693,401.77435
0.343318,404.27637
0.365057,400.03088
0.357874,408.46347
0.288489,403.8626
0.294295,419.33142
0.271654,416.68665
0.312875,413.00064
0.288473,404.06363
0.285535,403.7787
0.29058,432.0455
0.301247,402.64444
0.272358,404.60355
0.260341,403.33612
0.243724,397.66586
0.256646,409.6315
0.22139,402.13962
0.200853,410.17056
0.200532,414.88544
0.212233,403.09888
0.166029,403.42984
0.156347,416.64633
0.153106,419.24686
0.156599,423.2745
0.148794,432.2805
0.144451,432.31235
0.148758,429.77316
0.155356,412.69302
0.172447,412.0415
0.156385,408.78897
0.150768,408.0243
0.155919,404.30734
0.147209,397.23764
0.146882,402.18762
0.160058,410.3074
0.154926,424.94165
0.167806,416.87875
0.184605,405.63156
0.189201,409.33932
0.189259,396.96268
0.203481,402.89944
0.213189,404.63464
0.204947,424.0281
0.197648,413.66055
0.156155,397.30582
0.154763,405.18472
0.178878,401.9954
0.185709,409.65408
0.199562,403.02216
0.223026,407.00162
0.223722,417.18356
0.223498,404.35507
0.209873,419.40897
0.222207,426.48743
0.221743,420.02246
0.247281,402.95325
0.285357,429.11615
0.297622,431.79013
0.300787,425.5549
0.297106,420.35712
0.293504,404.40268
0.304397,421.38834
0.312581,415.62744
0.335536,406.88824
0.338335,416.4288
0.344033,440.40915
0.322966,430.74512
0.345258,423.5775
0.337871,430.42606
0.364441,429.04892
0.378779,424.69717
0.391472,416.24683
0.385618,425.66013
0.419883,429.3373
0.40381,422.20212
0.409368,418.1682
0.396908,423.13858
0.373314,426.26276
0.384315,419.8772
0.369769,409.55728
0.405872,401.71255
0.391602,406.4092
0.356584,424.59018
0.340447,421.80154
0.369753,413.35086
0.327371,429.65308
0.379303,411.46475
0.438836,403.68124
0.390534,414.2981
0.421672,397.63657
0.519315,401.3081
0.531913,406.41312
0.623204,411.8979
0.670286,400.4338
0.616833,408.00266
0.623382,423.01218
0.637495,425.86865
0.622208,432.36148
0.56307,416.42044
0.570458,404.6027
0.613163,406.29495
0.70751,397.36548
0.650498,401.80954
0.659843,404.4799
0.629102,418.48544
0.626493,412.90942
0.778587,420.4031
0.802262,397.7284
0.884124,395.02078
0.897508,399.22284
0.688412,406.47137
0.793121,416.24283
0.814743,410.144
0.899002,420.30783
1.01,409.1557
1.03,401.03418
0.999559,401.82343
1.11,409.9855
1.08,401.40683
0.782587,424.5372
0.728657,397.27502
0.719695,402.0878
0.639243,407.9081
0.529299,407.0079
0.407701,402.7452
0.414176,418.9991
0.428465,412.7361
0.416363,428.73035
0.390029,428.10477
0.414027,414.64566
0.40715,421.83102
0.477851,399.37897
0.486151,423.94116
0.531273,426.65085
0.518198,422.6179
0.513011,429.46463
0.404665,411.6873
0.213467,399.42654
0.240753,407.28403
0.134281,426.8634
0.133891,402.48956
0.121383,405.04697
0.110281,403.83917
0.119609,401.48715
0.115465,409.36032
0.105501,422.27994
0.117839,415.8054
0.127488,404.23126
0.13587,425.50616
0.131807,429.77997
0.132351,417.0016
0.131352,402.7237
0.119883,403.09024
0.089718,417.65982
0.119744,413.71033
0.050593,432.28653
0.036332,413.1776
0.030447,396.1329
0.028382,409.44107
0.027444,398.3065
0.028549,419.27603
0.02833,427.6586
0.029581,413.87198
0.028084,408.60342
0.026369,406.37183
0.025773,399.462
0.02758,411.8178
0.026445,402.3913
0.02623,403.48694
0.025808,423.9971
0.023977,429.06647
0.027437,423.7224
0.027119,420.9641
0.032053,429.61716
0.025186,426.1554
0.022195,425.026
0.021881,417.44012
0.020635,414.85007
0.022022,424.61487
0.022628,422.83145
0.021306,408.49966
0.022986,422.5649
0.030437,396.9402
0.028583,409.1733
0.028607,397.51767
0.025866,417.02884
0.026382,417.0578
0.027132,433.73288
0.027527,429.88132
0.027193,421.404
0.025454,430.04517
0.027729,417.54303
0.028436,424.61862
0.03063,420.24197
0.027032,407.62473
0.026691,421.67374
0.027217,416.11288
0.028948,402.53757
0.030049,403.09433
0.032465,404.28043
0.033641,417.21863
0.026252,411.03976
0.02252,427.27493
0.021531,428.05457
0.022114,427.8607
0.020477,426.5698
0.020941,436.42352
0.018539,424.70282
0.021489,424.12994
0.021931,420.9438
0.020816,417.5697
0.025932,406.7955
0.024969,416.39737
0.013858,404.65317
0.013204,424.48288
0.013863,426.3043
0.014378,420.466
0.012388,405.97995
0.012073,420.8229
0.011563,420.79422
0.011896,429.98465
0.010776,427.22018
0.0106,398.79514
0.012236,404.69308
0.011795,402.4208
0.013455,429.66794
0.011211,424.98264
0.011699,422.32364
0.012097,427.09723
0.011038,409.05655
0.015328,420.82272
0.016324,420.73538
0.016993,398.0538
0.016269,402.81454
0.017095,419.01334
0.017447,421.27155
0.020096,432.75412
0.020346,421.58258
0.018567,415.99173
0.017625,419.46597
0.021296,431.23486
0.020837,433.88895
0.023954,404.20056
0.022405,401.45544
0.021224,406.7673
0.020104,429.29205
0.020525,421.5639
0.019785,408.4825
0.021208,403.70352
0.020497,403.53207
0.019024,400.26447
0.020222,419.5581
0.021624,431.18314
0.019753,427.017
0.017631,422.25772
0.016513,418.9374
0.016842,428.4454
0.017327,426.3041
0.017702,420.5877
0.017433,405.2302
0.017622,411.0105
0.01825,401.95175
0.020218,400.98648
0.02148,414.14618
0.022007,437.54422
0.022996,422.79242
0.023737,412.46292
0.022195,420.04007
0.022701,426.5441
0.023984,418.88162
0.022241,424.3037
0.01886,422.50058
0.018413,428.0214
0.017933,413.86115
0.016095,404.9782
0.015984,409.8608
0.017447,402.24274
0.016961,428.73544
0.018322,415.22873
0.018878,428.9592
0.018551,404.81122
0.022605,399.06882
0.021769,404.51535
0.022877,409.45236
0.019201,422.27762
0.018859,408.09512
0.017256,407.28415
0.018666,402.90292
0.018614,411.70105
0.015654,428.62228
0.017618,414.2277
0.016321,402.58975
0.017351,407.55283
0.017907,400.78693
0.014518,419.6612
0.015137,422.85782
0.019499,423.6735
0.021597,417.07968
0.020415,417.54214
0.025418,405.28677
0.025441,426.1685
0.02575,420.8395
0.026266,397.64597
0.025706,422.91278
0.024466,427.38577
0.026988,432.78622
0.029039,427.85666
0.031998,415.04208
0.029113,411.25412
0.030218,410.05283
0.033373,420.51315
0.03821,406.46143
0.041397,401.75522
0.03872,396.85388
0.038124,404.584
0.039366,403.75336
0.040252,407.62268
