y_true,y_pred
0.038332,414.10385
0.039251,427.31406
0.037536,408.03455
0.037439,409.18417
0.039828,433.0148
0.04186,430.97934
0.039988,423.6191
0.045915,429.8472
0.042866,425.5773
0.047356,414.19028
0.05042,412.4791
0.047098,407.6105
0.045407,403.06546
0.041507,408.7985
0.039989,400.9268
0.039294,399.8637
0.040226,412.2054
0.043069,416.64667
0.034273,429.34207
0.031009,422.1779
0.037044,426.97952
0.035364,412.1486
0.033024,425.1518
0.041065,426.75055
0.040021,414.16876
0.051364,425.4453
0.0555,406.3565
0.051003,423.1428
0.060843,430.6815
0.053888,409.29343
0.049576,398.38437
0.04627,412.67337
0.048568,402.26535
0.049368,404.84274
0.043552,416.57956
0.038648,406.31946
0.037586,421.3437
0.040706,427.74524
0.036203,415.78586
0.031376,405.20016
0.027647,404.92227
0.03988,404.5262
0.043984,424.0784
0.021343,409.12344
0.010877,402.96964
0.006628,400.5922
0.005197,406.08597
0.004834,420.0216
0.005138,416.77792
0.00484,405.38895
0.004971,417.09378
0.004551,427.5984
0.00397,419.3067
0.003835,434.95456
0.003808,426.202
0.00384,399.8357
0.003506,408.6911
0.003506,410.10492
0.003466,399.1837
0.003368,414.9042
0.003574,399.8212
0.003706,406.70743
0.003555,419.66696
0.003737,427.9722
0.003385,424.62735
0.003128,427.1828
0.00306,419.12436
0.003036,405.7136
0.002782,417.84634
0.002788,434.17667
0.002745,421.83524
0.00292,406.65042
0.002767,419.88467
0.002824,425.15622
0.003131,396.03137
0.003046,409.19174
0.003124,396.1486
0.004183,409.49918
0.002631,416.06226
0.002356,402.3517
0.002302,423.54236
0.001973,422.499
0.002043,428.70352
0.001892,417.153
0.002018,414.4186
0.002016,430.6429
0.002108,424.50464
0.002251,426.36087
0.001983,409.15353
0.002187,425.6825
0.001995,425.38663
0.001916,422.61246
0.001877,399.61948
0.001957,411.87778
0.00197,435.92194
0.001953,426.23206
0.001918,425.7371
0.001965,422.06082
0.001847,418.02313
0.001788,407.51895
0.001733,419.45114
0.00179,419.4368
0.001835,423.72507
0.002011,425.50195
0.001876,420.6381
0.001738,425.144
0.001753,421.3067
0.001763,426.24973
0.001787,416.5109
0.001724,428.0466
0.001843,415.437
0.001774,403.75
0.001875,413.6882
0.001881,421.83603
0.001885,403.53036
0.001927,434.169
0.002008,426.72894
0.001997,426.06204
0.002052,424.20596
0.002014,428.249
0.002021,419.46347
0.002093,410.4733
0.002139,406.26132
0.002224,421.92215
0.00209,403.14093
0.002067,401.44763
0.00209,416.76913
0.002111,396.056
0.002141,410.9987
0.002155,434.27182
0.002235,422.84735
0.002319,427.98294
0.002369,425.98056
0.002344,417.62094
0.002391,428.4799
0.002399,408.98727
0.00242,414.072
0.002357,401.18484
0.002371,415.15536
0.002458,427.194
0.002225,411.50052
0.002192,429.14023
0.002196,423.83902
0.002197,416.38943
0.002157,411.74655
0.002234,421.21396
0.002332,408.4836
0.002336,426.41702
0.002301,407.7238
0.002357,437.64407
0.002349,429.6401
0.002481,424.49298
0.002545,409.10263
0.00238,404.94852
0.002441,406.6392
0.002472,425.0195
0.002398,425.29465
0.002475,416.4211
0.002089,413.694
0.002355,415.0403
0.002347,429.0626
0.002355,405.29855
0.002396,413.18747
0.002494,399.49933
0.002598,407.04904
0.002735,402.93094
0.002554,403.4938
0.002477,404.70505
0.002481,407.8245
0.002469,410.4455
0.002544,417.4903
0.002559,405.47635
0.002509,400.9675
0.002543,404.1207
0.002657,408.35373
0.002578,427.5926
0.002691,418.60327
0.002646,408.3596
0.002751,408.59323
0.00281,412.8628
0.002836,396.8005
0.002868,399.14157
0.0029,402.77975
0.002772,406.67456
0.003123,416.137
0.002802,404.65002
0.00215,414.4649
0.002158,406.0317
0.002272,429.1794
0.002353,417.5567
0.002233,403.90823
0.002545,437.0413
0.002421,422.5545
0.002767,427.94553
0.002666,424.46054
0.001542,414.08078
0.001532,400.52527
0.001592,403.44177
0.001529,406.12082
0.001619,415.9398
0.001629,401.293
0.001667,416.38208
0.001655,401.46472
0.001665,407.07175
0.001649,425.7652
0.001722,411.96857
0.001691,416.0471
0.001733,430.28812
0.001735,431.63345
0.001755,437.8025
0.00176,403.0748
0.001796,407.97086
0.001807,398.51355
0.00182,401.908
0.001772,404.93845
0.001853,424.36902
0.00188,421.45456
0.001896,416.13235
0.001899,425.32217
0.001913,406.58673
0.001948,422.12436
0.001968,417.84244
0.001986,398.75644
0.002013,402.05243
0.001959,413.6653
0.002021,402.6299
0.001999,416.34744
0.001994,405.49802
0.002023,398.4607
0.001976,405.5472
0.002088,416.5925
0.002127,411.69922
0.001957,409.0322
0.002095,401.25955
0.002176,434.0101
0.002338,434.70905
0.002357,421.7966
0.002471,409.07495
0.002438,416.29147
0.002407,403.4538
0.002476,403.12497
0.00267,407.94144
0.002339,402.64792
0.002388,428.05124
0.002291,434.8159
0.002418,422.0638
0.002439,414.15
0.002479,424.507
0.002539,408.2336
0.002637,412.04953
0.002679,409.92957
0.002466,412.32785
0.002376,419.6461
0.002317,424.18854
0.002374,402.39746
0.002306,411.9649
0.002485,397.8926
0.00259,407.21414
0.00271,405.45557
0.002867,409.38492
0.002763,403.98047
0.002847,410.7842
0.003066,406.99265
0.003149,420.27893
0.002549,399.4713
0.002385,403.21085
0.002454,406.43436
0.002219,413.58762
0.002083,401.9652
0.002138,407.68423
0.002085,408.07938
0.002052,404.86865
0.002127,415.8444
0.00209,426.56323
0.002162,405.4131
0.002082,417.7878
0.002319,406.15637
0.001963,409.27338
0.001951,426.24698
0.00194,395.4863
0.001966,412.6113
0.002032,429.94266
0.00202,401.74246
0.001931,403.9833
0.001925,400.62912
0.001925,405.61868
0.001912,404.8298
0.001934,417.57593
0.001902,414.41873
0.001885,402.55386
0.001887,408.34204
0.001906,431.5825
0.00185,418.68073
0.00183,426.28604
0.001808,406.3942
0.001862,411.4583
0.001888,407.73758
0.001874,399.81082
0.001888,402.79984
0.001878,407.13846
0.001919,429.62436
0.001908,424.07895
0.00193,422.62656
0.001963,411.57635
0.001976,413.30533
0.001993,402.3026
0.002016,403.52075
0.002019,402.83963
0.002005,404.5726
0.002038,418.0139
0.001831,406.56955
0.001889,403.23663
0.001892,418.43124
0.001871,432.96942
0.001848,422.8362
0.001888,428.8234
0.001956,427.7828
0.0019,423.0438
0.001879,415.02
0.001804,424.48428
0.001736,417.48572
0.001874,405.04404
0.001916,416.39124
0.00194,403.35977
0.002013,406.33752
0.001948,398.24918
0.001931,433.5038
0.001939,421.27048
0.002143,429.09152
0.002253,407.58945
0.002084,406.18478
0.001824,422.0591
0.001839,421.86063
0.001862,425.91122
0.0019,420.9631
0.001982,422.95895
0.001925,424.35538
0.001926,427.64774
0.001977,424.81607
0.002039,430.19156
0.002164,427.32944
0.001991,428.63837
0.001809,404.79147
0.001852,408.89743
0.001763,418.6049
0.00187,407.94684
0.00174,409.27084
0.001846,403.39456
0.001869,413.29953
0.001935,402.92905
0.001928,402.86673
0.00204,404.82736
0.002035,410.169
0.002143,401.20242
0.00204,407.9773
0.002333,406.45407
0.002657,426.73575
0.002026,434.16992
0.001788,414.22202
0.001786,415.39008
0.001666,424.31152
0.00162,416.09222
0.001711,400.55508
0.001774,402.4717
0.001831,420.32895
0.001758,423.61047
0.001697,429.3397
0.001722,425.90042
0.001668,402.04
0.001754,410.24594
0.001561,400.97098
0.00162,406.0319
0.001576,421.86618
0.001573,416.15805
0.001587,401.61856
0.001497,395.91275
0.001488,408.56143
0.001496,427.5146
0.001498,429.31555
0.001527,420.61923
0.00153,408.7374
0.001512,408.36334
0.001525,409.525
0.001543,420.9225
0.00151,409.94772
0.001497,403.41187
0.001476,402.676
0.001444,400.47623
0.001489,427.48273
0.00155,427.24573
0.001608,419.40005
0.001599,429.18585
0.001626,411.64368
0.001634,423.4251
0.001649,406.2934
0.001661,410.70242
0.001711,402.12534
0.001692,407.61148
0.001724,401.19058
0.001762,409.57547
0.001781,402.41257
0.00177,410.88156
0.0018,397.0713
0.001797,407.30603
0.001774,430.8038
0.001802,425.35675
0.001796,422.09555
0.001814,429.28152
0.001829,415.18698
0.00184,406.59256
0.001865,412.49118
0.001862,417.15848
0.001868,426.541
0.001883,421.10196
0.001852,428.50006
0.001849,422.87234
0.001904,408.77896
0.001832,431.00458
0.001819,417.16647
0.001876,427.49985
0.001912,418.7892
0.001926,428.16812
0.001917,428.60464
0.001874,421.0842
0.001928,411.5197
0.001929,411.57288
0.001903,405.28592
0.001899,413.21964
0.001922,423.47562
0.001879,421.18805
0.001877,407.04202
0.001863,425.4433
0.001871,409.6736
0.001903,439.98306
0.001882,419.4019
0.002017,406.2503
0.002184,398.37494
0.002155,402.07504
0.002163,411.53378
0.00216,400.59402
0.002294,417.65997
0.00221,405.64487
0.002089,409.827
0.002047,402.46085
0.002027,413.8742
0.002039,404.03064
0.002087,403.9487
0.002113,409.055
0.002027,416.52676
0.002059,404.55115
0.002076,416.7576
0.00208,424.17667
0.002174,405.72226
0.002079,411.66064
0.002074,396.39862
0.002088,403.62314
0.002015,407.2046
0.00198,403.41275
0.002147,409.40762
0.002136,415.25906
0.002193,403.54062
0.002138,420.95932
0.002177,417.61902
0.00227,406.99197
0.002567,440.41336
0.002368,429.36948
0.002229,399.56668
0.002216,406.6622
0.002392,414.4311
0.001938,421.65448
0.001824,421.32632
0.001914,407.3503
0.00189,424.21167
0.001884,407.02454
0.001909,432.24515
0.001949,424.23294
0.001981,415.36627
0.002003,409.7225
0.001943,398.23645
0.001975,434.96112
0.001959,395.72986
0.001903,403.60547
0.001976,411.2227
0.002157,420.5068
0.002101,407.52347
0.00211,403.31573
0.002122,422.8414
0.002158,425.15118
0.002649,426.4946
0.002203,418.25977
0.00219,414.0476
0.002203,404.97168
0.002344,409.4611
0.001878,427.09854
0.001849,415.97873
0.001826,409.51114
0.001841,404.22354
0.001852,404.44254
0.001864,424.9382
0.001834,423.17453
0.001803,414.4853
0.001807,431.84476
0.001796,414.94055
0.001792,398.46292
0.001776,411.01212
0.001735,404.09207
0.001888,405.08298
0.001908,403.87234
0.002235,400.64206
0.001901,396.817
0.001709,421.84235
0.001723,421.70914
0.001696,418.08688
0.001704,408.46902
0.001738,436.40982
0.001821,423.19662
0.001826,413.3267
0.001711,419.62802
0.001714,421.44385
0.001748,405.32602
0.001737,412.34155
0.001914,402.74402
0.001824,409.19574
0.001743,426.99985
0.001739,411.45987
0.001765,422.7821
0.001749,412.41837
0.001681,393.71536
0.001728,396.91504
0.001672,410.84476
0.001721,409.96512
0.001748,406.03665
0.001744,400.4077
0.001741,399.30264
0.001748,423.34238
0.001751,417.60474
0.001763,410.84824
0.001743,429.33325
0.001777,437.42603
0.00172,422.0392
0.00165,431.27765
0.001828,414.26492
0.00177,407.28308
0.001742,420.94424
0.001728,420.50406
0.00178,425.78928
0.001746,421.7006
0.001842,430.2637
0.001849,421.75964
0.001857,426.55142
0.001846,405.7208
0.00187,396.71548
0.002002,401.7667
0.002066,402.02335
0.001986,427.34604
0.002135,424.3885
0.002026,419.94568
0.002063,429.68427
0.002292,407.5306
0.001965,412.0488
0.00192,429.92975
0.001864,421.90915
0.00201,421.94858
0.001712,399.37463
0.001767,409.21313
0.001739,424.9979
0.001732,424.2675
0.00174,421.51645
0.001741,409.50327
0.001766,421.9017
0.00192,428.2689
0.001908,414.95724
0.001867,428.97263
0.0019,408.85245
0.001972,406.45044
0.00191,416.89548
0.001895,418.59384
0.00193,433.96066
0.001909,433.3779
0.002015,402.20364
0.001922,414.10617
0.001988,409.46338
0.001981,426.45087
0.001974,418.64203
0.002124,398.39365
0.001964,417.56088
0.002039,416.82132
0.002033,411.26498
0.001943,407.88422
0.002015,399.38327
0.001917,392.12924
0.002012,408.67392
0.00218,399.28458
0.002189,417.04794
0.00219,403.9456
0.002128,398.15616
0.00216,410.9706
0.002184,402.20764
0.002069,407.78848
0.00202,405.9046
0.001997,404.29037
0.00186,413.4539
0.001886,434.1994
0.001923,422.434
0.001956,415.39835
0.001957,425.46506
0.001975,429.77182
0.00187,419.7655
0.001933,431.34863
0.001972,412.29132
0.001986,413.37683
0.001936,406.39883
0.001934,403.62555
0.001915,400.06284
0.002101,413.81403
0.002031,420.54074
0.00211,405.22543
0.002084,410.9407
0.002121,424.98608
0.001996,414.61667
0.002075,411.42203
0.002077,404.9186
0.001989,395.92087
0.002051,413.90988
0.002013,413.9719
0.002076,403.95798
0.002224,401.19937
0.001985,403.04294
0.002055,420.60507
0.002091,406.28766
0.002067,425.67712
0.002071,425.1127
0.002056,414.83395
0.002058,430.22415
0.002082,402.51096
0.002138,397.7094
0.002142,411.31076
0.002223,422.15283
0.002295,419.88852
0.002243,408.7745
0.002228,419.39047
0.002159,435.74283
0.002183,425.3699
0.002139,431.50906
0.002158,429.6633
0.002239,412.14728
0.002231,415.78336
0.002208,403.758
0.002195,411.734
0.0023,428.36832
0.002452,429.1333
0.002527,407.40833
0.002476,413.66312
0.002321,404.33987
0.002377,403.7036
0.002423,430.9083
0.002435,401.22568
0.002479,400.4041
0.002363,412.93213
0.002577,402.8603
0.002354,414.88757
0.002005,424.16452
0.002035,427.66354
0.001855,407.7818
0.001892,420.0297
0.001959,431.13696
0.002001,412.6343
0.001995,417.246
0.00203,397.10544
0.00181,405.56467
0.001878,435.11392
0.00217,411.74216
0.002135,411.93686
0.00227,423.08838
0.002314,411.2725
0.002264,412.69162
0.00238,424.8075
0.002398,396.99493
0.002466,403.55582
0.002345,400.3725
0.002419,399.24005
0.002432,404.86746
0.002524,424.52753
0.002634,414.33005
0.002632,426.51285
0.002631,400.95792
0.002725,401.179
0.002642,427.786
0.002644,414.6734
0.002811,417.83347
0.002823,408.93222
0.002727,402.2288
0.002945,401.06992
0.003016,399.40097
0.00294,407.89536
0.003094,423.4582
0.003037,422.97543
0.003118,411.4881
0.003067,413.46317
0.002986,401.1628
0.00287,409.3821
0.002899,431.5568
0.002853,403.7128
0.002831,434.0748
0.003003,430.03354
0.003077,423.73257
0.003219,430.6319
0.003184,413.94037
0.003081,410.8499
0.003115,411.26218
0.003059,409.45123
0.003214,425.99283
0.003141,430.41724
0.003228,408.19858
0.003122,400.37924
0.003195,408.22693
0.003265,399.51822
0.003401,410.2405
0.003458,415.7053
0.00347,401.82242
0.003503,411.00723
0.003435,405.33884
0.003554,423.75616
0.003407,413.5553
0.003477,406.02924
0.003436,401.32407
0.003508,406.368
0.003682,399.37668
0.003526,407.8241
0.003658,409.95798
0.003724,422.01773
0.003736,406.45074
0.0036,402.25522
0.003748,413.8716
0.003465,408.79474
0.003261,399.25055
0.003231,408.42252
0.003086,410.0735
0.003104,400.36404
0.003161,425.57236
0.003218,425.30182
0.003126,426.86215
0.003088,424.696
0.003135,427.2968
0.003155,411.17172
0.003155,401.11533
0.00303,404.7892
0.003216,403.8914
0.003073,418.29916
0.003386,416.89005
0.003219,403.56918
0.00361,424.13834
0.003609,408.0227
0.003167,418.65985
0.003204,403.59726
0.003179,422.767
0.003121,406.23178
0.003028,398.35403
0.003046,400.5432
0.002765,405.80643
0.002722,402.52325
0.002652,417.1107
0.00251,418.38095
0.002576,405.69278
0.002599,425.6934
0.002878,423.63626
0.002847,405.45895
0.00281,401.7643
0.00281,404.6287
0.002969,417.5341
0.002793,407.39127
0.002873,400.7264
0.002926,421.28427
0.002772,408.37924
0.002757,422.579
0.002691,435.29706
0.003021,428.3956
0.002677,425.65475
0.002696,427.07578
0.002647,415.67783
0.002732,406.17892
0.002575,411.14713
0.00263,425.217
0.002692,415.48837
0.00264,403.74582
0.002657,422.76608
0.002658,408.59213
0.002749,430.29373
0.002698,412.39188
0.002758,401.371
0.002696,396.60385
0.002685,409.83383
0.002742,395.29828
0.002697,419.1875
0.002765,427.06204
0.002655,422.5606
0.002656,411.1597
0.002732,427.41135
0.002796,417.30692
0.00277,430.81674
0.002637,430.2921
0.002649,419.42264
0.002709,431.66312
0.00269,424.09848
0.002589,413.74442
0.002666,407.58453
0.00269,404.71417
0.002768,412.12564
0.002664,401.82767
0.002803,419.2789
0.002816,409.1409
0.002735,423.58014
0.003046,415.58508
0.002958,401.68533
0.003078,434.75836
0.00294,412.88828
0.002934,412.61615
0.002943,402.94534
0.003193,430.9142
0.003193,422.5818
0.002991,429.51883
0.002796,427.37656
0.002817,429.4957
0.002666,412.55942
0.003,414.63458
0.003144,422.97568
0.003002,403.44327
0.002968,406.6923
0.002969,401.1434
0.0031,413.1168
0.00293,423.53983
0.002935,414.0446
0.002912,406.386
0.002958,400.62888
0.002947,412.4283
0.002952,400.75046
0.002992,436.63516
0.002888,413.80026
0.002863,396.3005
0.003003,417.156
0.002781,421.62848
0.003049,428.98434
0.003159,413.3776
0.003117,415.59732
0.003165,424.80966
0.003122,430.3903
0.003108,416.6626
0.002822,406.41928
0.003198,404.66818
0.003222,415.222
0.003222,396.49014
0.00316,415.1993
0.003359,401.90958
0.003301,401.4835
0.003285,408.04794
0.003709,407.13547
0.003582,406.6152
0.003423,397.76785
0.003515,417.09543
0.003555,425.64658
0.003639,426.40128
0.003733,424.0195
0.003825,425.29483
0.003825,402.64215
0.004001,407.9297
0.003765,421.01306
0.00375,414.76248
0.00418,407.42734
0.004142,405.6738
0.004334,429.08792
0.004462,429.5898
0.004556,416.5284
0.004895,419.2445
0.004816,405.92337
0.004709,403.00443
0.00479,419.3521
0.005038,429.34213
0.004881,414.39246
0.004914,422.24106
0.005054,430.56976
0.004743,396.49057
0.004829,402.88455
0.004739,417.60483
0.004617,411.7637
0.004458,414.2498
0.005013,431.2161
0.004318,429.49982
0.004053,400.04184
0.004903,412.00394
0.005062,417.13025
0.00518,408.25772
0.005622,403.59525
0.005567,416.6555
0.005284,400.45667
0.004972,397.3505
0.004947,415.2898
0.004416,421.29276
0.004672,410.8603
0.005481,412.37067
0.005493,396.57437
0.005516,400.08185
0.005484,403.99496
0.00562,401.7792
0.0058,418.65942
0.006015,425.0107
0.006213,409.43756
0.0058,401.1574
0.005101,409.41052
0.00582,393.99915
0.005907,412.29477
0.005871,418.7608
0.005813,402.73227
0.00613,419.4435
0.006146,409.62012
0.004104,411.41245
0.00325,403.92093
0.002574,422.3409
0.002475,404.38385
0.002553,416.28574
0.002525,431.8951
0.002585,414.32013
0.002435,429.21985
0.002249,430.1732
0.002339,414.75037
0.002329,403.11084
0.002407,432.76266
0.002356,417.7038
0.002375,401.76108
0.002373,407.98242
0.002409,404.9145
0.002541,404.0499
0.00221,412.61224
0.002521,427.8138
0.002861,423.4697
0.003426,423.41818
0.00213,430.48447
0.001898,408.63925
0.001957,403.9277
0.002165,411.62704
0.001809,409.77396
0.001563,404.11716
0.001589,404.86673
0.001548,410.2209
0.001357,401.9855
0.001608,408.22928
0.001637,427.9262
0.001624,427.73578
0.001713,408.4565
0.001793,414.08102
0.001859,407.1989
0.001753,429.09735
0.001799,394.2195
0.001757,427.68912
0.001734,431.64407
0.001688,428.02548
0.001764,425.88834
0.001755,419.2678
0.001703,413.49542
0.001693,464.0947
0.001584,448.631
0.001548,464.2488
0.001681,463.74182
0.001735,451.73337
0.001696,458.40512
0.001655,445.16745
0.001956,458.02988
0.001941,460.6005
0.001892,445.9337
0.001958,402.80276
0.001914,405.08652
0.002034,434.01743
0.00207,400.4282
0.002023,397.33987
0.002023,404.58615
0.002059,432.37106
0.002021,422.1193
0.00208,414.34622
0.002174,416.76462
0.002352,427.98837
0.002299,423.94864
0.002243,418.91653
0.002336,429.65854
0.002309,424.2654
0.002358,406.7308
0.002477,412.91757
0.002447,408.17252
0.002574,402.4739
0.002387,405.8723
0.002371,408.2645
0.002601,427.51434
0.002773,424.7105
0.00288,410.15488
0.003211,418.68747
0.003212,421.291
0.003174,434.89938
0.003263,426.8163
0.00305,438.19373
0.003494,419.0827
0.00389,403.9574
0.003965,410.63992
0.004023,403.68253
0.003464,417.26846
0.003612,397.84012
0.003872,412.8216
0.003456,414.40457
0.003072,402.62964
0.00299,418.1064
0.002896,401.80185
0.002943,407.32965
0.003094,417.4642
0.002968,405.05908
0.002501,417.20218
0.002278,425.68246
0.002178,406.73648
0.002257,396.309
0.002044,399.82388
0.002081,416.06897
0.002082,419.71716
0.00213,404.76004
0.002059,418.51932
0.001999,403.25116
0.00201,404.9853
0.002061,404.32248
0.002195,404.67438
0.002211,428.34363
0.00218,410.31937
0.002273,402.47733
0.002315,401.9753
0.002221,403.629
0.002232,402.38388
0.002237,410.56326
0.002355,411.16086
0.00239,425.3565
0.002496,414.17194
0.002224,397.10132
0.002025,403.40457
0.002337,403.52777
0.002525,417.17096
0.002403,426.54837
0.00254,412.04385
0.002773,420.1119
0.002659,430.83682
0.003591,431.64017
0.004303,425.3879
0.003481,424.9399
0.002881,415.14948
0.002501,405.38586
0.002657,423.26797
0.00244,431.05746
7.41,427.43634
7.54,425.19153
7.63,415.97336
7.7,427.1503
7.54,415.08212
7.26,412.3749
7.65,409.16324
7.59,425.6545
7.75,426.548
7.6,414.70584
7.55,402.84146
7.79,400.80005
8.46,409.67688
8.57,420.55038
8.59,401.5871
8.46,413.21182
8.61,428.0402
8.72,412.83026
8.66,407.5477
8.32,401.20285
8.56,398.03735
8.62,414.06924
8.9,433.25955
8.62,423.21848
7.85,403.5638
7.79,410.79767
7.79,406.65247
7.73,400.57938
7.56,402.85788
7.11,407.22675
7.28,395.22253
7.34,401.18192
8.03,424.31918
8.16,422.01108
7.79,423.45914
8.95,414.95526
8.96,420.794
9.19,23.546978
9.25,20.930761
9.09,26.916832
9.19,47.3635
9.63,52.337845
9.72,77.8754
9.77,68.13601
9.83,66.40817
9.83,66.3049
9.99,63.827644
9.68,408.0701
9.66,395.4353
9.71,396.84406
9.94,401.1102
9.93,416.6405
10.25,413.64368
10.17,403.28098
10.94,410.37662
11.11,424.1913
11.18,428.70337
11.27,405.6638
11.11,407.06766
11.2,396.612
11.29,426.6304
11.06,430.42862
11.48,422.541
11.36,412.84683
11.14,423.55884
10.93,424.34357
11.25,423.72244
10.78,416.5682
11.03,401.51736
11.15,401.7318
11.56,407.47083
11.53,402.4238
11.1,397.8846
11.23,408.52136
10.67,402.2812
10.59,411.43875
10.63,423.96188
10.3,404.02957
10.36,402.02866
10.35,398.76315
10.41,414.8575
10.45,413.08105
10.43,403.99075
10.42,410.11288
10.41,429.55237
10.36,420.95294
10.73,401.63712
10.75,412.09232
10.45,395.59933
10.51,396.54947
10.33,403.20328
10.18,395.2468
10.32,405.60855
10.31,406.65
10.5,406.8485
11.1,422.16904
10.9,406.31036
10.4,415.15018
10.13,419.5436
9.92,392.43723
10.57,409.58237
10.79,425.82626
12.55,425.0529
12.13,412.84738
12.07,427.26926
12.5,408.46365
12.62,402.18716
12.82,398.3868
12.06,411.25717
12.52,425.0079
13.37,411.97397
13.25,430.0268
11.52,418.84018
10.31,425.26144
10.66,426.99142
10.95,413.32852
8.46,411.48648
11.19,405.3735
11.36,405.34
11.26,417.3157
11.64,417.78055
11.19,421.38135
11.02,400.59036
11.05,391.33035
11.29,409.51807
13.13,419.32144
12.75,410.94672
13.14,431.83896
13.45,419.68668
13.74,396.95428
12.48,397.57083
16.27,415.2682
16.3,424.34775
16.19,422.05276
15.36,413.46933
15.71,401.3685
15.7,399.50656
16.47,397.2758
17.24,410.09653
19.42,405.44724
17.31,402.7985
17.35,408.2733
16.9,419.67178
16.59,421.90085
17.02,401.42023
17.18,398.9091
16.14,419.11166
16.01,430.37817
16.0,425.19217
15.41,411.58194
15.85,423.10202
16.46,422.31784
16.34,402.49667
17.07,409.2593
14.27,402.92914
12.74,406.00583
13.65,423.47064
13.23,415.58963
14.29,424.63663
14.23,398.01373
13.82,396.46457
14.55,408.3682
15.49,404.32315
14.94,400.9177
13.89,411.1617
13.98,399.08414
15.73,393.54404
15.62,407.17688
15.49,416.3268
15.2,416.2667
16.17,409.72525
16.41,403.2435
15.29,398.04074
16.95,391.0409
17.46,402.84784
17.74,420.94644
18.22,413.3252
18.08,425.01608
18.54,417.40845
19.91,403.47357
20.78,416.79376
21.46,425.42554
21.91,416.25476
22.4,428.72763
22.47,422.53088
22.13,404.66238
21.69,401.8583
21.92,408.70627
21.55,396.60977
20.02,434.9725
24.12,421.59317
23.08,411.07013
20.72,413.33472
22.38,400.43973
23.65,410.02405
24.73,425.87744
25.2,400.7744
25.44,403.0109
24.55,417.47882
23.71,421.3604
24.46,408.01175
25.22,399.77835
24.1,406.19766
24.27,414.43692
25.09,419.34024
26.79,400.1573
24.93,417.2491
24.43,404.89066
24.39,393.55618
23.25,399.6694
29.22,415.56042
26.83,398.18735
25.11,407.46396
24.82,395.24124
25.76,394.53763
24.62,400.50497
24.35,400.2393
24.38,398.75558
24.07,399.00027
22.56,406.13132
23.27,420.2576
24.76,416.01816
21.15,404.52377
17.64,421.50372
17.89,412.8327
16.86,380.88647
16.73,413.22318
17.57,421.64377
19.91,397.48502
13.39,399.06497
21.97,383.96692
24.64,394.33237
31.28,413.2935
30.38,418.52585
31.2,415.26126
31.59,390.80234
30.98,401.55283
36.29,420.7941
31.57,402.83475
27.27,366.61942
23.29,386.29434
29.84,420.97293
37.75,412.90732
44.73,421.16104
39.79,384.80243
33.18,372.92703
34.74,408.3323
40.47,412.92023
37.74,409.46588
43.39,375.90573
39.04,419.24228
20.35,411.5036
12.27,401.759
10.41,424.8428
10.61,422.37653
10.13,399.43555
9.35,402.44742
7.98,431.19333
8.03,423.79398
9.37,417.3932
4.09,424.55954
4.3,409.2419
4.21,399.97623
4.29,414.85995
4.11,426.40927
3.98,392.02197
4.0,395.22424
3.93,379.64835
4.22,390.724
4.61,356.61404
4.39,398.28357
3.39,366.98605
3.04,365.9785
3.08,394.72397
2.88,411.0577
2.7,406.03748
2.45,356.47723
2.36,354.7798
2.29,314.95132
2.13,348.2365
2.18,355.481
2.13,339.18668
2.21,327.96088
2.18,349.38608
2.27,281.21558
2.05,340.86935
1.7,394.36523
1.82,420.07495
1.93,417.65976
1.88,411.45126
1.9,420.72583
1.91,417.86588
1.92,420.5798
1.96,409.69888
2.05,419.78528
2.13,429.90228
2.12,418.01437
2.07,422.32724
2.03,413.5163
1.92,423.0439
1.98,419.94412
2.1,418.37613
2.17,424.13443
2.15,401.1782
2.2,401.63992
2.17,421.27777
1.97,430.03027
2.42,424.94363
2.35,419.84976
2.3,428.31656
2.25,424.83823
2.4,421.94992
2.39,422.3079
2.37,423.04575
2.47,423.0101
2.47,414.3996
2.53,420.39764
2.51,405.56744
2.48,404.11453
2.62,424.21146
2.56,432.70035
2.6,436.08102
2.63,419.00772
2.64,414.74847
2.54,419.92978
2.67,413.05518
2.7,409.95612
2.72,406.90292
2.64,402.68063
2.73,397.37222
2.73,402.68228
2.71,415.1517
2.69,420.46667
2.75,411.31912
2.81,432.5389
2.6,414.91168
2.56,401.6935
2.58,407.67838
2.58,411.32635
2.66,399.96378
2.55,425.4312
2.52,424.92706
2.57,398.3002
2.57,413.66135
2.59,415.8293
2.69,420.38425
2.72,404.67508
2.75,410.98105
2.7,418.05038
2.78,406.17178
2.82,418.90524
2.8,406.949
2.82,405.4387
2.72,417.0962
2.76,412.89066
2.73,399.01688
2.74,411.46713
2.65,429.47147
2.69,402.27164
2.56,406.7549
2.68,407.42307
2.7,424.50046
2.76,407.48346
2.82,411.1025
2.83,419.1527
3.01,403.27945
2.96,396.51685
2.84,400.8348
2.91,434.00784
2.87,418.4374
2.99,415.8671
2.96,424.34637
2.98,407.9166
2.88,426.32034
2.9,419.50357
2.97,407.58206
2.94,408.46762
2.99,407.22177
2.89,395.50015
2.92,404.03995
2.86,418.7227
2.96,413.2338
2.89,400.69095
3.15,410.08505
3.1,415.47647
2.98,423.87265
2.91,426.4607
2.9,413.98135
2.79,421.59122
2.73,429.28775
2.81,428.14145
2.61,421.4558
2.61,430.90045
2.66,405.0737
2.52,408.76303
